comparison	0.300106500068
page	0.296948662954
class	0.295804834221
div	0.291516731464
select	0.273441101387
control	0.219021900074
option	0.215864492023
fa	0.210105530717
key	0.205300868414
sm	0.200464106524
selection	0.184828579199
col	0.175917307241
card	0.173494420241
label	0.17154705047
form	0.167671732103
job	0.159901198747
group	0.153498726413
value	0.148680264845
choose	0.119929147045
asset	0.107689554752
second	0.105616330971
measurand	0.098697982811
lg	0.0826997340606
title	0.0779552591391
circle	0.0750266250171
pages	0.0724292803405
href	0.06545756304
message	0.0627250851743
javascript	0.0596829801048
osm	0.0595374966196
default	0.0585818968538
add	0.054438211734
groups	0.0529270663219
load	0.0510151809871
row	0.0502252506265
code	0.0500172367738
script	0.0480177064655
remove	0.0459929780845
iteratec	0.0447716328763
button	0.0421719160752
measurands	0.0399065301261
clone	0.0395503105859
id	0.0388287431862
minus	0.0383040852127
loader	0.0372711207886
plus	0.034936325681
src	0.034545610403
horizontal	0.0340377931064
series	0.0323485857679
window	0.0308212853989
hidden	0.0305025809941
post	0.0292455352685
path	0.026961401424
function	0.0240088532327
true	0.0232021158669
js	0.0212943057016
text	0.0197728517702
type	0.0174830679154
monitor	0.0145646984246
speed	0.0144678325884
open	0.0127220925053
