rhe	0.473272558102
aug	0.417886064961
nach	0.223147410464
measured	0.168135283826
indizes	0.154444907051
die	0.145962187988
ssen	0.136521695432
werden	0.136408620436
applikation	0.127863532085
jwerschmoeller	0.126775911505
der	0.123680453131
minuten	0.1216816158
pm	0.121241074385
berpr	0.113475833578
aggregator	0.104243374248
ft	0.10326456359
job	0.0969281202544
vom	0.0964755589588
datenbank	0.0957036000897
teilmenge	0.0919414557843
strukturanpassung	0.0919414557843
startdatenbank	0.0919414557843
gering	0.0919414557843
durchlaufzeiten	0.0919414557843
migration	0.0896187937683
auf	0.0891950065533
testergebnisse	0.0851582709972
abgleich	0.0851582709972
wartet	0.0829745732415
umgeh	0.0829745732415
notiz	0.0829745732415
migrationsskript	0.0829745732415
muss	0.0801346642527
abzuwarten	0.0796818333722
wichtige	0.0783750862102
referenzen	0.0736238741698
start	0.0724115005598
halten	0.0715919014231
noch	0.0713550210121
migriert	0.0694082036674
migrations	0.0694082036674
abgeschlossen	0.0689307398492
fehlende	0.0680404839277
komplette	0.0668406893828
auch	0.0667152700935
erzeugung	0.0664713600025
eine	0.0656156913858
struktur	0.0651194115266
nils	0.0648087166361
zuvor	0.064507583121
worden	0.0628727806469
anpassungen	0.0623833753178
anpassung	0.0595086093141
bleibt	0.0586571101444
hinweis	0.0581796463263
kunden	0.05787380684
schema	0.057724398334
mzeimer	0.0566047709657
type	0.0565215995075
liegt	0.0546892014085
ngt	0.0543683180037
ca	0.0537564895981
dump	0.0534643464989
tigen	0.0530879128954
aktuelle	0.0530879128954
skript	0.052549094224
weitere	0.0520384009442
nderungen	0.0519558176098
angelegt	0.0517927127166
refactoring	0.0515530419525
uft	0.0513964615392
erstellt	0.0507940518707
scripts	0.0490586493062
ben	0.0481816987124
speed	0.0467735435946
itera	0.0462586759432
neue	0.0450500500042
events	0.0444974639561
sql	0.0437585419842
documentation	0.0436172244808
dieser	0.0428096682096
daten	0.0418564251555
sein	0.0396376308873
script	0.0388095154016
um	0.0376378251313
sollte	0.0373563272841
column	0.0371730622456
technical	0.0371549230985
diese	0.0362222112881
group	0.0354465147209
event	0.0354313071545
dem	0.0339924923058
values	0.0332963570315
von	0.0313126085777
es	0.0306941320284
zu	0.0305546607785
result	0.0302546463746
den	0.0300771969604
value	0.0300420899557
test	0.0293733479521
ist	0.0289647012548
und	0.0266361144023
monitor	0.0235433522106
task	0.0233336586843
open	0.020564840821
